"income","gender","age","party","trump_approval","education","robots","climate_change","transformers","science_is_honest","vaccines_are_safe","books","ghosts","fed_sci_budget","earth_sun","wise_unwise"
43,"Male",21,"Independent","Strongly disapprove","Some college","Likely","Real and Caused by People",3,"Somewhat Agree","Somewhat Agree",2,"No","About Right","FALSE","Unwise and happy"
46,"Male",70,"Democrat","Somewhat Approve","Some college","Unlikely","Real but not Caused by People",1,"Strongly Disagree","Somewhat Agree",0,"No","About Right","FALSE","Unwise and happy"
142,"Female",22,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",5,"No","Too Low","TRUE","Wise and Unhappy"
80,"Female",97,"Independent","Somewhat Approve","College degree","Unlikely","Real and Caused by People",2,"Somewhat Disagree","Strongly Agree",5,"No","About Right","TRUE","Wise and Unhappy"
17,"Female",35,"Democrat","Strongly disapprove","College degree","Likely","Real and Caused by People",2,"Strongly Agree","Somewhat Agree",7,"No","About Right","FALSE","Unwise and happy"
70,"Female",40,"Democrat","Strongly disapprove","Some college","Unlikely","Real and Caused by People",4,"Somewhat Agree","Strongly Agree",0,"Yes","About Right","FALSE","Wise and Unhappy"
139,"Male",28,"Independent","Somewhat Approve","Some college","Unlikely","Real and Caused by People",5,"Somewhat Agree","Somewhat Agree",30,"No","About Right","TRUE","Unwise and happy"
78,"Male",50,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",3,"Strongly Disagree","Somewhat Agree",7,"No","Too High","FALSE","Wise and Unhappy"
71,"Male",29,"Independent","Neither approve nor disapprove","Some college","Unlikely","Real and Caused by People",1,"Somewhat Agree","Strongly Agree",3,"No","Too Low","FALSE","Wise and Unhappy"
147,"Male",27,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",3,"Strongly Agree","Strongly Agree",3,"No","Too Low","FALSE","Wise and Unhappy"
106,"Male",50,"Independent","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",4,"No","Too Low","TRUE","Unwise and happy"
140,"Male",20,"Democrat","Strongly disapprove","Some college","Unlikely","Real and Caused by People",3,"Somewhat Agree","Somewhat Agree",7,"No","Too Low","TRUE","Wise and Unhappy"
76,"Male",34,"Democrat","Somewhat disapprove","Some college","Unlikely","Real and Caused by People",3,"Somewhat Disagree","Strongly Agree",60,"Yes","About Right","FALSE","Unwise and happy"
74,"Other",34,"Independent","Somewhat Approve","College degree","Likely","Real but not Caused by People",2,"Somewhat Agree","Strongly Agree",18,"No","Too High","FALSE","Wise and Unhappy"
60,"Male",34,"Democrat","Strongly Approve","High school","Unlikely","Real and Caused by People",1,"Somewhat Agree","Strongly Agree",1,"Yes","Too Low","FALSE","Wise and Unhappy"
126,"Male",33,"Independent","Neither approve nor disapprove","Graduate degree","Unlikely","Real but not Caused by People",3,"Somewhat Disagree","Neither Agree nor Disagree",4,"No","Too Low","FALSE","Unwise and happy"
80,"Female",36,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",2,"Strongly Agree","Somewhat Agree",50,"Yes","About Right","TRUE","Wise and Unhappy"
73,"Male",74,"Democrat","Strongly Approve","High school","Unlikely","Real but not Caused by People",0,"Somewhat Agree","Strongly Agree",1,"No","Too High","TRUE","Unwise and happy"
76,"Other",21,"Independent","Strongly Approve","Other","Likely","Real and Caused by People",3,"Strongly Disagree","Somewhat Disagree",2,"No","Too High","FALSE","Unwise and happy"
74,"Male",29,"Republican","Somewhat disapprove","College degree","Unlikely","Real and Caused by People",2,"Strongly Agree","Somewhat Agree",0,"Yes","Too Low","TRUE","Unwise and happy"
70,"Female",37,"Independent","Strongly Approve","High school","Unlikely","Real but not Caused by People",0,"Somewhat Disagree","Strongly Disagree",0,"No","Too High","FALSE","Unwise and happy"
52,"Female",79,"Independent","Somewhat disapprove","High school","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",35,"No","About Right","FALSE","Unwise and happy"
144,"Male",23,"Independent","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",5,"No","Too Low","TRUE","Unwise and happy"
135,"Male",77,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",10,"Yes","Too Low","FALSE","Wise and Unhappy"
68,"Male",36,"Republican","Strongly Approve","Some college","Unlikely","Real but not Caused by People",4,"Strongly Agree","Strongly Agree",10,"No","About Right","FALSE","Unwise and happy"
70,"Male",69,"Republican","Strongly Approve","Some college","Unlikely","Not Real At All",0,"Strongly Disagree","Strongly Agree",3,"No","About Right","TRUE","Unwise and happy"
56,"Female",20,"Democrat","Strongly disapprove","High school","Likely","Real and Caused by People",4,"Strongly Agree","Strongly Agree",100,"No","Too Low","FALSE","Wise and Unhappy"
67,"Male",34,"Independent","Strongly disapprove","Some college","Unlikely","Real and Caused by People",2,"Somewhat Agree","Strongly Agree",0,"No","Too Low","TRUE","Unwise and happy"
71,"Male",23,"Independent","Neither approve nor disapprove","Some college","Unlikely","Real but not Caused by People",0,"Somewhat Agree","Strongly Agree",9,"No","About Right","FALSE","Unwise and happy"
103,"Male",51,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",2,"Strongly Agree","Strongly Agree",6,"No","About Right","FALSE","Wise and Unhappy"
30,"Female",68,"Republican","Strongly Approve","High school","Likely","Real and Caused by People",0,"Somewhat Disagree","Somewhat Disagree",4,"Yes","Too High","TRUE","Unwise and happy"
73,"Female",68,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",300,"No","Too Low","FALSE","Wise and Unhappy"
74,"Female",44,"Democrat","Strongly disapprove","High school","Likely","Real and Caused by People",4,"Strongly Agree","Somewhat Agree",12,"Yes","About Right","TRUE","Unwise and happy"
17,"Female",19,"Democrat","Strongly disapprove","College degree","Likely","Real and Caused by People",0,"Strongly Disagree","Somewhat Agree",9,"No","About Right","FALSE","Unwise and happy"
80,"Male",20,"Republican","Somewhat Approve","Some college","Unlikely","Real and Caused by People",2,"Somewhat Agree","Strongly Agree",12,"No","Too Low","FALSE","Wise and Unhappy"
112,"Female",31,"Republican","Strongly disapprove","Some college","Unlikely","Real but not Caused by People",0,"Somewhat Agree","Strongly Agree",0,"Yes","Too High","TRUE","Wise and Unhappy"
80,"Female",67,"Republican","Strongly Approve","Graduate degree","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",150,"No","About Right","FALSE","Wise and Unhappy"
127,"Female",85,"Republican","Somewhat Approve","Some college","Likely","Real and Caused by People",0,"Somewhat Agree","Somewhat Agree",0,"Yes","About Right","TRUE","Unwise and happy"
24,"Female",28,"Independent","Somewhat Approve","College degree","Unlikely","Real and Caused by People",2,"Somewhat Agree","Strongly Agree",0,"Yes","About Right","TRUE","Unwise and happy"
8,"Female",50,"Republican","Strongly Approve","High school","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",6,"Yes","About Right","TRUE","Unwise and happy"
60,"Male",39,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",25,"No","Too Low","TRUE","Wise and Unhappy"
167,"Female",34,"Independent","Strongly disapprove","Some college","Unlikely","Real and Caused by People",1,"Somewhat Agree","Strongly Agree",36,"No","Too Low","TRUE","Unwise and happy"
43,"Male",50,"Independent","Strongly Approve","High school","Likely","Real and Caused by People",5,"Somewhat Disagree","Strongly Disagree",2,"No","Too High","TRUE","Unwise and happy"
121,"Female",49,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",12,"Yes","Too Low","FALSE","Unwise and happy"
74,"Female",42,"Democrat","Strongly disapprove","Some college","Unlikely","Real and Caused by People",2,"Strongly Agree","Strongly Agree",3,"No","Too Low","TRUE","Wise and Unhappy"
101,"Female",42,"Democrat","Strongly disapprove","Graduate degree","Likely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",2,"Yes","About Right","FALSE","Wise and Unhappy"
360,"Female",65,"Independent","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",12,"No","Too Low","TRUE","Wise and Unhappy"
30,"Female",49,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Disagree",50,"Yes","Too Low","FALSE","Wise and Unhappy"
80,"Male",50,"Republican","Somewhat Approve","College degree","Unlikely","Real and Caused by People",5,"Somewhat Agree","Strongly Agree",4,"No","About Right","FALSE","Unwise and happy"
72,"Other",70,"Independent","Somewhat Approve","Graduate degree","Unlikely","Not Real At All",0,"Strongly Agree","Strongly Disagree",25,"Yes","About Right","TRUE","Wise and Unhappy"
81,"Female",27,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",27,"Yes","Too Low","FALSE","Unwise and happy"
54,"Female",54,"Republican","Strongly Approve","Some college","Likely","Real but not Caused by People",0,"Somewhat Agree","Strongly Disagree",20,"No","About Right","TRUE","Unwise and happy"
23,"Male",73,"Independent","Somewhat disapprove","High school","Unlikely","Not Real At All",0,"Strongly Disagree","Strongly Agree",3,"No","Too High","TRUE","Wise and Unhappy"
44,"Female",44,"Independent","Strongly disapprove","Some college","Unlikely","Real and Caused by People",4,"Somewhat Disagree","Somewhat Agree",6,"Yes","Too Low","TRUE","Wise and Unhappy"
159,"Female",45,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",18,"No","Too Low","FALSE","Wise and Unhappy"
163,"Male",45,"Independent","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",2,"Strongly Agree","Strongly Agree",12,"No","Too Low","TRUE","Unwise and happy"
44,"Female",80,"Democrat","Strongly disapprove","High school","Likely","Real and Caused by People",0,"Somewhat Agree","Somewhat Agree",20,"Yes","Too Low","TRUE","Wise and Unhappy"
47,"Female",45,"Democrat","Strongly disapprove","Other","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",20,"Yes","Too Low","FALSE","Wise and Unhappy"
124,"Female",80,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",20,"No","About Right","TRUE","Wise and Unhappy"
97,"Other",32,"Independent","Strongly disapprove","High school","Likely","Real and Caused by People",0,"Somewhat Agree","Somewhat Agree",3,"No","Too Low","TRUE","Unwise and happy"
220,"Male",45,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",6,"Yes","Too Low","TRUE","Wise and Unhappy"
70,"Female",24,"Independent","Strongly disapprove","Some college","Unlikely","Real but not Caused by People",0,"Somewhat Disagree","Somewhat Agree",30,"Yes","Too High","FALSE","Wise and Unhappy"
93,"Male",54,"Republican","Strongly Approve","Graduate degree","Unlikely","Real but not Caused by People",5,"Strongly Disagree","Strongly Agree",3,"Yes","Too Low","FALSE","Unwise and happy"
65,"Female",43,"Independent","Strongly disapprove","High school","Unlikely","Real and Caused by People",2,"Strongly Agree","Strongly Agree",0,"No","Too Low","TRUE","Wise and Unhappy"
62,"Female",43,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",1,"Strongly Agree","Somewhat Agree",7,"No","About Right","FALSE","Wise and Unhappy"
79,"Female",31,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",5,"Strongly Agree","Somewhat Disagree",4,"No","Too High","FALSE","Wise and Unhappy"
80,"Male",31,"Independent","Somewhat Approve","College degree","Unlikely","Real and Caused by People",4,"Somewhat Agree","Strongly Agree",20,"No","Too Low","FALSE","Unwise and happy"
62,"Female",71,"Republican","Strongly Approve","College degree","Unlikely","Real but not Caused by People",1,"Somewhat Agree","Strongly Agree",10,"No","About Right","TRUE","Unwise and happy"
113,"Male",40,"Independent","Strongly disapprove","Graduate degree","Unlikely","Real but not Caused by People",4,"Somewhat Agree","Strongly Agree",6,"No","Too Low","TRUE","Wise and Unhappy"
106,"Male",28,"Republican","Neither approve nor disapprove","College degree","Unlikely","Real but not Caused by People",2,"Somewhat Agree","Somewhat Agree",1,"No","Too Low","FALSE","Unwise and happy"
116,"Male",47,"Independent","Somewhat disapprove","High school","Unlikely","Real and Caused by People",1,"Neither Agree nor Disagree","Somewhat Disagree",3,"No","Too High","TRUE","Wise and Unhappy"
57,"Male",22,"Democrat","Somewhat Approve","Graduate degree","Unlikely","Real and Caused by People",1,"Somewhat Agree","Strongly Agree",20,"No","Too Low","FALSE","Unwise and happy"
23,"Male",71,"Democrat","Somewhat disapprove","High school","Likely","Real and Caused by People",2,"Somewhat Disagree","Strongly Agree",9,"No","Too High","TRUE","Unwise and happy"
89,"Male",77,"Republican","Strongly Approve","Some college","Unlikely","Not Real At All",1,"Somewhat Agree","Strongly Agree",30,"No","Too Low","FALSE","Wise and Unhappy"
16,"Female",68,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",2,"No","About Right","TRUE","Unwise and happy"
39,"Female",46,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",1,"Somewhat Agree","Somewhat Agree",0,"No","About Right","TRUE","Unwise and happy"
52,"Female",25,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",8,"Yes","Too Low","FALSE","Unwise and happy"
92,"Female",46,"Independent","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",3,"Somewhat Agree","Strongly Agree",4,"Yes","Too Low","TRUE","Unwise and happy"
202,"Male",50,"Independent","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Somewhat Agree",10,"No","About Right","TRUE","Unwise and happy"
137,"Female",25,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Strongly Disagree","Strongly Disagree",10,"Yes","Too Low","TRUE","Wise and Unhappy"
62,"Female",29,"Democrat","Strongly disapprove","High school","Unlikely","Real and Caused by People",2,"Strongly Agree","Somewhat Disagree",25,"Yes","Too High","TRUE","Wise and Unhappy"
106,"Male",20,"Republican","Strongly Approve","Some college","Unlikely","Real but not Caused by People",4,"Strongly Disagree","Strongly Agree",20,"No","Too High","TRUE","Wise and Unhappy"
168,"Male",40,"Independent","Strongly disapprove","Some college","Unlikely","Real and Caused by People",2,"Somewhat Agree","Strongly Agree",6,"Yes","Too Low","FALSE","Wise and Unhappy"
103,"Male",32,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",20,"No","Too Low","TRUE","Unwise and happy"
114,"Female",54,"Republican","Somewhat Approve","Some college","Unlikely","Real but not Caused by People",0,"Somewhat Agree","Strongly Agree",10,"Yes","About Right","TRUE","Wise and Unhappy"
152,"Male",35,"Republican","Strongly disapprove","High school","Unlikely","Real and Caused by People",2,"Strongly Agree","Strongly Agree",2,"No","About Right","TRUE","Unwise and happy"
100,"Female",19,"Democrat","Strongly disapprove","Some college","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",4,"No","Too Low","FALSE","Unwise and happy"
74,"Female",67,"Democrat","Strongly disapprove","Some college","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",20,"Yes","Too Low","TRUE","Wise and Unhappy"
152,"Male",35,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",10,"No","Too Low","FALSE","Wise and Unhappy"
114,"Female",42,"Republican","Strongly disapprove","Some college","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",3,"Yes","Too Low","TRUE","Unwise and happy"
56,"Male",91,"Democrat","Strongly disapprove","High school","Unlikely","Real but not Caused by People",0,"Somewhat Agree","Strongly Agree",1,"No","Too High","TRUE","Unwise and happy"
48,"Female",21,"Republican","Strongly Approve","Some college","Unlikely","Not Real At All",5,"Somewhat Agree","Strongly Agree",4,"Yes","Too Low","TRUE","Unwise and happy"
47,"Female",67,"Republican","Strongly Approve","High school","Unlikely","Real and Caused by People",2,"Strongly Disagree","Strongly Agree",15,"Yes","Too Low","FALSE","Unwise and happy"
60,"Male",32,"Democrat","Strongly disapprove","Some college","Unlikely","Real and Caused by People",5,"Strongly Agree","Strongly Agree",5,"No","Too Low","TRUE","Unwise and happy"
152,"Male",30,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",10,"No","Too Low","FALSE","Unwise and happy"
124,"Female",71,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",3,"Strongly Agree","Strongly Agree",40,"No","Too Low","TRUE","Wise and Unhappy"
64,"Male",73,"Independent","Somewhat Approve","Graduate degree","Unlikely","Real but not Caused by People",0,"Somewhat Agree","Strongly Agree",3,"No","Too Low","TRUE","Unwise and happy"
80,"Female",38,"Republican","Somewhat Approve","College degree","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",20,"No","About Right","FALSE","Unwise and happy"
45,"Female",30,"Democrat","Somewhat disapprove","Some college","Unlikely","Not Real At All",3,"Somewhat Agree","Strongly Agree",15,"No","About Right","TRUE","Unwise and happy"
87,"Male",20,"Independent","Somewhat Approve","Some college","Unlikely","Real but not Caused by People",5,"Neither Agree nor Disagree","Neither Agree nor Disagree",5,"No","About Right","FALSE","Unwise and happy"
113,"Female",45,"Independent","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",10,"Yes","Too Low","FALSE","Wise and Unhappy"
30,"Female",75,"Republican","Strongly Approve","High school","Likely","Real and Caused by People",0,"Somewhat Disagree","Strongly Agree",100,"Yes","Too High","TRUE","Unwise and happy"
124,"Female",48,"Democrat","Strongly disapprove","Other","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",15,"No","Too Low","FALSE","Wise and Unhappy"
65,"Male",21,"Independent","Neither approve nor disapprove","Some college","Unlikely","Real and Caused by People",4,"Somewhat Agree","Strongly Agree",0,"No","Too Low","FALSE","Unwise and happy"
168,"Male",46,"Independent","Somewhat disapprove","High school","Unlikely","Real and Caused by People",4,"Strongly Agree","Somewhat Disagree",24,"Yes","Too Low","TRUE","Unwise and happy"
102,"Other",92,"Independent","Somewhat disapprove","High school","Likely","Real and Caused by People",3,"Strongly Agree","Strongly Agree",0,"Yes","Too Low","TRUE","Unwise and happy"
92,"Male",71,"Republican","Somewhat Approve","College degree","Unlikely","Real and Caused by People",0,"Strongly Disagree","Somewhat Agree",2,"Yes","Too High","FALSE","Unwise and happy"
56,"Female",36,"Democrat","Somewhat Approve","High school","Unlikely","Real and Caused by People",1,"Somewhat Agree","Strongly Agree",200,"Yes","Too Low","TRUE","Wise and Unhappy"
101,"Female",30,"Democrat","Strongly disapprove","High school","Unlikely","Real and Caused by People",2,"Strongly Agree","Strongly Agree",15,"Yes","Too Low","TRUE","Wise and Unhappy"
74,"Male",36,"Republican","Strongly Approve","College degree","Unlikely","Real but not Caused by People",2,"Somewhat Disagree","Strongly Agree",6,"No","About Right","FALSE","Unwise and happy"
109,"Male",48,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Disagree",90,"No","Too High","FALSE","Wise and Unhappy"
92,"Male",43,"Independent","Strongly Approve","High school","Likely","Real and Caused by People",5,"Somewhat Disagree","Somewhat Agree",0,"Yes","Too Low","TRUE","Unwise and happy"
35,"Male",27,"Republican","Strongly Approve","High school","Unlikely","Real and Caused by People",4,"Strongly Disagree","Somewhat Disagree",4,"Yes","Too High","TRUE","Unwise and happy"
113,"Female",36,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",40,"Yes","Too Low","FALSE","Wise and Unhappy"
390,"Male",48,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",5,"Yes","Too Low","FALSE","Wise and Unhappy"
170,"Male",46,"Democrat","Somewhat disapprove","Graduate degree","Unlikely","Real and Caused by People",1,"Strongly Agree","Strongly Agree",6,"No","Too Low","FALSE","Unwise and happy"
92,"Male",99,"Republican","Somewhat Approve","College degree","Unlikely","Real and Caused by People",3,"Somewhat Agree","Strongly Agree",15,"No","About Right","TRUE","Unwise and happy"
223,"Female",84,"Independent","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",10,"No","About Right","TRUE","Wise and Unhappy"
102,"Male",37,"Independent","Neither approve nor disapprove","High school","Likely","Real and Caused by People",3,"Somewhat Disagree","Strongly Disagree",0,"Yes","Too Low","TRUE","Unwise and happy"
68,"Male",44,"Republican","Strongly Approve","Some college","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",10,"No","Too Low","TRUE","Unwise and happy"
160,"Male",65,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Somewhat Agree",0,"No","About Right","TRUE","Wise and Unhappy"
70,"Female",38,"Independent","Strongly disapprove","High school","Unlikely","Real and Caused by People",0,"Somewhat Disagree","Strongly Agree",30,"No","Too Low","FALSE","Unwise and happy"
56,"Male",68,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",2,"Strongly Agree","Strongly Agree",15,"No","Too Low","FALSE","Wise and Unhappy"
38,"Male",51,"Republican","Strongly Approve","College degree","Unlikely","Not Real At All",0,"Strongly Disagree","Somewhat Agree",8,"No","Too Low","TRUE","Unwise and happy"
64,"Male",54,"Democrat","Strongly Approve","Some college","Unlikely","Not Real At All",0,"Strongly Disagree","Strongly Agree",0,"No","Too High","FALSE","Unwise and happy"
124,"Female",37,"Republican","Strongly Approve","Graduate degree","Unlikely","Real but not Caused by People",1,"Strongly Disagree","Strongly Agree",16,"Yes","About Right","FALSE","Wise and Unhappy"
7,"Female",66,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",50,"Yes","Too Low","FALSE","Unwise and happy"
43,"Female",65,"Independent","Strongly Approve","Some college","Likely","Real and Caused by People",0,"Somewhat Disagree","Somewhat Agree",100,"No","About Right","FALSE","Unwise and happy"
12,"Other",72,"Republican","Strongly Approve","Some college","Unlikely","Real and Caused by People",0,"Somewhat Disagree","Strongly Agree",52,"Yes","Too Low","TRUE","Unwise and happy"
34,"Male",65,"Democrat","Somewhat disapprove","Some college","Unlikely","Real and Caused by People",0,"Somewhat Disagree","Strongly Agree",10,"Yes","Too High","TRUE","Unwise and happy"
87,"Male",22,"Democrat","Strongly disapprove","Some college","Likely","Real and Caused by People",5,"Neither Agree nor Disagree","Neither Agree nor Disagree",0,"Yes","Too Low","TRUE","Unwise and happy"
58,"Male",51,"Republican","Strongly Approve","High school","Likely","Not Real At All",0,"Somewhat Agree","Somewhat Agree",0,"No","Too High","TRUE","Unwise and happy"
260,"Female",43,"Independent","Somewhat Approve","Some college","Unlikely","Real and Caused by People",1,"Strongly Disagree","Strongly Agree",18,"Yes","About Right","TRUE","Unwise and happy"
139,"Male",32,"Democrat","Somewhat Approve","College degree","Unlikely","Real and Caused by People",2,"Somewhat Agree","Somewhat Agree",2,"No","About Right","TRUE","Unwise and happy"
211,"Female",65,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",12,"Yes","Too Low","TRUE","Wise and Unhappy"
73,"Female",71,"Republican","Somewhat Approve","Some college","Unlikely","Real but not Caused by People",0,"Strongly Agree","Strongly Agree",1,"No","About Right","FALSE","Unwise and happy"
72,"Male",65,"Independent","Strongly Approve","High school","Unlikely","Real but not Caused by People",2,"Strongly Agree","Strongly Agree",6,"No","About Right","FALSE","Wise and Unhappy"
9,"Female",40,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real but not Caused by People",1,"Strongly Disagree","Strongly Disagree",20,"No","Too High","TRUE","Unwise and happy"
56,"Male",79,"Democrat","Strongly disapprove","Some college","Likely","Real and Caused by People",0,"Somewhat Agree","Somewhat Agree",20,"No","Too Low","TRUE","Wise and Unhappy"
30,"Female",68,"Republican","Strongly Approve","High school","Likely","Real but not Caused by People",0,"Somewhat Disagree","Strongly Agree",3,"No","About Right","TRUE","Unwise and happy"
101,"Female",51,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",2,"Strongly Agree","Somewhat Agree",12,"Yes","Too Low","FALSE","Wise and Unhappy"
32,"Male",39,"Republican","Strongly Approve","College degree","Unlikely","Not Real At All",0,"Strongly Disagree","Strongly Disagree",12,"Yes","Too High","FALSE","Unwise and happy"
168,"Female",51,"Independent","Neither approve nor disapprove","College degree","Unlikely","Real but not Caused by People",0,"Strongly Agree","Somewhat Agree",24,"No","About Right","FALSE","Unwise and happy"
75,"Male",83,"Democrat","Strongly disapprove","Some college","Unlikely","Real and Caused by People",0,"Neither Agree nor Disagree","Somewhat Agree",0,"No","Too Low","TRUE","Unwise and happy"
27,"Male",52,"Republican","Strongly Approve","College degree","Unlikely","Not Real At All",0,"Somewhat Disagree","Strongly Agree",1,"No","Too High","TRUE","Unwise and happy"
32,"Male",53,"Republican","Somewhat Approve","Some college","Unlikely","Real but not Caused by People",0,"Somewhat Agree","Somewhat Agree",2,"No","About Right","TRUE","Unwise and happy"
93,"Female",66,"Democrat","Strongly disapprove","Graduate degree","Likely","Real and Caused by People",3,"Strongly Agree","Strongly Agree",20,"No","Too Low","TRUE","Wise and Unhappy"
29,"Female",37,"Independent","Strongly disapprove","College degree","Unlikely","Not Real At All",2,"Somewhat Disagree","Strongly Agree",2,"Yes","Too Low","FALSE","Unwise and happy"
131,"Male",53,"Democrat","Strongly disapprove","High school","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",0,"No","Too Low","TRUE","Unwise and happy"
168,"Female",65,"Independent","Strongly disapprove","Some college","Unlikely","Real and Caused by People",3,"Strongly Agree","Strongly Agree",4,"Yes","Too Low","TRUE","Unwise and happy"
62,"Female",18,"Democrat","Strongly disapprove","High school","Unlikely","Real and Caused by People",5,"Strongly Agree","Somewhat Agree",50,"No","Too Low","TRUE","Wise and Unhappy"
10,"Male",43,"Independent","Somewhat disapprove","College degree","Unlikely","Not Real At All",0,"Somewhat Disagree","Somewhat Disagree",50,"No","Too High","TRUE","Unwise and happy"
24,"Female",65,"Independent","Neither approve nor disapprove","Some college","Unlikely","Real and Caused by People",2,"Somewhat Agree","Strongly Agree",20,"No","About Right","FALSE","Wise and Unhappy"
15,"Female",86,"Independent","Strongly Approve","High school","Likely","Real but not Caused by People",0,"Somewhat Disagree","Somewhat Agree",40,"No","Too High","TRUE","Unwise and happy"
107,"Male",76,"Democrat","Strongly Approve","Graduate degree","Likely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",25,"No","Too Low","TRUE","Unwise and happy"
204,"Female",35,"Independent","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",0,"Somewhat Agree","Strongly Agree",45,"No","Too Low","TRUE","Wise and Unhappy"
75,"Male",40,"Independent","Strongly Approve","College degree","Unlikely","Real and Caused by People",0,"Somewhat Agree","Somewhat Agree",20,"Yes","Too Low","FALSE","Wise and Unhappy"
12,"Female",48,"Democrat","Strongly disapprove","Graduate degree","Unlikely","Real and Caused by People",4,"Somewhat Agree","Somewhat Agree",15,"No","About Right","TRUE","Wise and Unhappy"
144,"Male",36,"Independent","Strongly disapprove","College degree","Unlikely","Real and Caused by People",0,"Strongly Agree","Strongly Agree",7,"No","Too Low","TRUE","Wise and Unhappy"
79,"Female",48,"Democrat","Strongly disapprove","College degree","Unlikely","Real and Caused by People",4,"Somewhat Agree","Somewhat Disagree",3,"No","Too Low","FALSE","Wise and Unhappy"
