"artist_name","track_id","track_name","acousticness","danceability","duration_ms","energy","instrumentalness","liveness","loudness","mode","speechiness","tempo","valence","popularity","time_signature_4"
"Johann Sebastian Bach","2xYgCtnuDsdGzG9PFTie98","Mass in B Minor, BWV 232: Cum Sancto Spiritu (chorus)",0.987,0.501,230760,0.401,0.975,0.114,-15.671,1,0.0313,103.522,0.629,8,FALSE
"Johann Sebastian Bach","2Ia7ej6YdLAq1ujyIKW5X4","Three-Part Inventions, BWV 787-801: No.8 in F, BWV 794",0.928,0.373,71773,0.191,0.0555,0.167,-23.346,1,0.0554,168.801,0.584,15,TRUE
"Johann Sebastian Bach","1d41Dj8yWtVlNk8ZYV1D3J","Goldberg Variations, BWV 988 (Arr. P. Navarro-Alonso): Var. 3, Canone all'unisuono",0.933,0.446,121467,0.0604,0.946,0.109,-25.853,1,0.042,95.808,0.23,14,FALSE
"Johann Sebastian Bach","0Ze0sP0owkHr7Bb7IWnIUw","18 Chorales ""Leipziger"": No. 9, Nun komm der Heiden Heiland, BWV 659",0.558,0.0578,276960,0.00176,0.93,0.107,-29.529,0,0.0472,67.288,0.209,9,TRUE
"Johann Sebastian Bach","1Nt42OLQ1OZDFnRlIefnLr","Fürchte dich nicht, ich bin bei dir, BWV 228 (Arr. for Mixed Chorus & Basso continuo): Ia. Fürchte dich nicht",0.989,0.272,98126,0.0836,0.00568,0.586,-25.67,1,0.035,138.13,0.393,11,TRUE
"Johann Sebastian Bach","5WuGAyhsY6fO3ERJuL9xW3","French Suite No. 2 in C Minor, BWV 813a: III. Sarabande",0.995,0.425,281000,0.0222,0.925,0.0811,-31.386,0,0.0631,69.93,0.149,14,TRUE
"Johann Sebastian Bach","6mlodPEQPWFSeoZvGeIUos","Sonata for Violin Solo No. 3 in C Major, BWV 1005: 1. Adagio",0.991,0.26,257733,0.0332,0.28,0.0882,-20.301,1,0.046,74.256,0.253,16,TRUE
"Johann Sebastian Bach","0RhC4fdgqnm2vTQmZ540PM","Mass in B Minor, BWV 232: Benedictus (tenor)",0.981,0.216,238107,0.00698,0.00139,0.162,-30.87,0,0.0469,86.856,0.111,7,FALSE
"Johann Sebastian Bach","72bQxLf7O5WUKgz3NSW4N1","Dazu ist erschienen der Sohn Gottes, BWV 40 for the Second Day of Christmas: VII. Aria (Tenore). Christenkinder, freuet Euch",0.956,0.602,220827,0.225,2.43e-05,0.156,-21.176,1,0.0403,89.908,0.849,7,FALSE
"Johann Sebastian Bach","2hiaJAdFGswb4WNUJlN8NU","The Well-Tempered Clavier, Book 2, Prelude & Fugue in E-Flat Major, BWV 876: II. Fugue",0.995,0.548,103979,0.143,0.904,0.12,-21.761,1,0.0438,87.194,0.76,7,TRUE
"Johann Sebastian Bach","0iL39ZbMUUyGdjAPpLTRYe","Das wohltemperierte Klavier, Buch I: Fuge Nr. XVIII Gis-Moll, BWV 863",0.996,0.51,219745,0.123,0.922,0.133,-24.113,0,0.0519,94.56,0.358,12,TRUE
"Johann Sebastian Bach","08v8r83KkKEs7TWUfpsmdp","Ein feste Burg ist unser Gott, BWV 80: VII. Wie selig sind doch die",0.912,0.155,247488,0.0585,0.0594,0.107,-25.997,1,0.0599,82.595,0.293,14,FALSE
"Johann Sebastian Bach","7EhBrEmdUjuQ8LpqiiyJgU","Weihnachtsoratorium, BWV 248, Pt. 3: No. 31, Schließe, mein Herze",0.983,0.209,297840,0.0935,0.104,0.174,-20.409,0,0.0443,96.65,0.177,10,TRUE
"Johann Sebastian Bach","53OZYU1RARlZyG3TefxtoF","Mass in B minor, BWV 232, Part I, Kyrie, Gloria: Qui sedes ad dextram Patris - Live",0.983,0.251,264547,0.0722,0.147,0.147,-21.546,0,0.0432,122.714,0.155,8,FALSE
"Johann Sebastian Bach","02bmGBv6g9FL3ldDUzR2gw","Concerto for Violin, Oboe and Orchestra in C Minor, BVW 1060R: III. Allegro",0.951,0.614,246227,0.362,0.587,0.0868,-12.74,0,0.0377,89.652,0.835,11,TRUE
"Johann Sebastian Bach","4IzcbgtgVuxryWgSoBtUuZ","Partita on ""O Gott, du frommer Gott"", BWV 767: Partita VII",0.99,0.075,142947,0.00581,0.908,0.111,-31.835,0,0.0449,49.019,0.151,8,TRUE
"Johann Sebastian Bach","3cGWeXw3KtLdmGIsmUiksG","Menuet in G Minor, BWV 842",0.787,0.485,49600,0.568,0.523,0.344,-18.775,1,0.0415,126.184,0.961,6,TRUE
"Johann Sebastian Bach","0fDy527Xgkk0cGRXwDmHig","Lute Suite in E Minor, BWV 996 (Arr. M. Poll for Guitar): V. Bourrée",0.988,0.527,86044,0.0926,0.951,0.111,-30.449,1,0.0379,73.939,0.766,13,TRUE
"Johann Sebastian Bach","5xYBnI9N1hIzFJHlrpl55u","Fantasia & Fugue in C Minor, BWV 537: II. Fugue",0.882,0.141,243760,0.105,0.809,0.0906,-21.641,0,0.0352,141.509,0.0618,21,TRUE
"Johann Sebastian Bach","6jgrNcudEtJ1w6sHV4pGfh","The Well-Tempered Clavier, Book 2, Prelude & Fugue in F Major, BWV 880: II. Fugue",0.994,0.355,90922,0.217,0.864,0.117,-23.808,1,0.0375,106.848,0.936,6,TRUE
"Johann Sebastian Bach","4G6lHqX5giaF2W4WLAcf60","Orchestral Suite No. 2 in B Minor, BWV 1067: I. Ouverture",0.915,0.463,670507,0.209,0.00031,0.123,-20.909,0,0.0394,99.583,0.418,8,TRUE
"Johann Sebastian Bach","6oJTeTQlwrMmFEI9xYyG3b","French Suite No. 4 in E-Flat Major, BWV 815: 1. Allemande",0.869,0.3,82907,0.294,0.323,0.107,-18.515,0,0.0443,126.316,0.899,14,FALSE
"Johann Sebastian Bach","7aA1fOAgKmuqDBs7PsMe5N","Das wohltemperierte Klavier, Buch I: Präludium Nr. IX E-Dur, BWV 854",0.992,0.26,85093,0.0611,0.878,0.0885,-30.656,1,0.0505,63.581,0.302,14,TRUE
"Johann Sebastian Bach","6J5zZNtUNjPbhp3vQ4RTIl","Violin Partita No. 1 in B Minor, BWV 1002: II. Double",0.968,0.267,173827,0.0576,0.00159,0.0904,-23.66,0,0.0658,81.625,0.621,10,TRUE
"Johann Sebastian Bach","1BqM1bpfLCunkULqeoYDsO","Toccata et fugue in E Minor, BWV 914: I. Toccata - Adagio",0.75,0.0641,370170,0.068,0.844,0.0878,-22.745,1,0.0336,68.435,0.04,8,FALSE
"Johann Sebastian Bach","0GtlbJqM9zoBjiE1CaxgHJ","Wer nur den lieben Gott lässt walten, BWV 93: II. Was helfen uns die schweren Sorgen? (Rezitativ)",0.868,0.194,122253,0.118,0.0369,0.133,-25.059,0,0.052,171.827,0.0646,11,TRUE
"Johann Sebastian Bach","6mGhujfQWagRS5orIN3lor","Goldberg Variations, BWV 988, Arr. for Septet by Heribert Breuer: Variatio 17",0.976,0.317,73160,0.113,0.903,0.113,-26.596,1,0.0355,165.728,0.603,19,TRUE
"Johann Sebastian Bach","42zeeKXmfkDpI7egiT2MXY","Violin Partita No. 3 in E Major, BWV 1006: III. Gavotte en Rondeau (Arr. For Hurdy-Gurdy)",0.98,0.302,195477,0.138,0.416,0.111,-15.188,1,0.0364,79.207,0.516,32,TRUE
"Johann Sebastian Bach","1Pv452DqmqWYvl43ALyuJE","Wir gläuben all'an einen Gott, Vater, BWV 740",0.968,0.118,354987,0.00727,0.94,0.102,-30.566,1,0.0422,67.49,0.141,8,TRUE
"Johann Sebastian Bach","6Ngx4FtfU28P8Ur379uQj7","Organ Sonata in C Minor, BWV 526: I. Vivace (Transcripted for Flute and Harpsichord in E Minor)",0.855,0.45,203782,0.269,0,0.167,-18.788,1,0.0358,94.425,0.883,11,TRUE
"Johann Sebastian Bach","37RQ3q8oW1g8xQK6qsEaNC","Partita No.6 in E minor, BWV 830: 1. Toccata",0.914,0.202,371040,0.521,0.572,0.0614,-15.506,0,0.0381,80.152,0.631,11,TRUE
"Johann Sebastian Bach","4ZCQPLhEoevkJSectG5ybB","Partita for Violin Solo No. 3 in E Major, BWV 1006 - Arr. for Piano by Rachmaninov: 1. Preludio",0.992,0.362,227720,0.144,0.902,0.108,-25.532,1,0.0383,119.534,0.596,24,FALSE
"Johann Sebastian Bach","3OX0E7T85P3VtW9qRD9tn3","Der Geist hilft unser Schwachheit auf, BWV 226 (Arr. for Mixed Chorus & Basso continuo): II. Der aber die Herzen forschet",0.99,0.18,148990,0.2,0.893,0.152,-23.032,1,0.0437,80.488,0.309,11,TRUE
"Johann Sebastian Bach","4PE5YXUJqCsqIDIwFAF2DH","The Well-Tempered Clavier, Book 1, Prelude & Fugue in A Major, BWV 864: I. Prelude",0.884,0.336,98427,0.472,0.669,0.0552,-17.468,0,0.034,131.634,0.967,20,TRUE
"Johann Sebastian Bach","0VlZCcTNGoHHwujHMlrEPP","Keyboard Partita No. 3 in A Minor, BWV 827: IV. Sarabande",0.992,0.396,211560,0.0945,0.881,0.167,-24.268,1,0.0494,150.022,0.451,7,TRUE
"Johann Sebastian Bach","5LpGOKbF1dvT6NUVtpRo8s","VI. Gigue",0.986,0.53,225107,0.0723,0.899,0.139,-23.674,1,0.0578,114.64,0.651,6,FALSE
"Johann Sebastian Bach","66rVICD8tf9ZeEUn8efKD1","Goldberg Variations, BWV 988: Var. 25",0.995,0.42,514362,0.00779,0.933,0.0947,-37.174,0,0.0435,93.877,0.142,6,TRUE
"Johann Sebastian Bach","7qGlkR8ecrh0a1BKCMBBmO","Prelude In A Minor, BWV 931",0.81,0.359,56293,0.327,0.7,0.105,-17.862,1,0.0574,71.799,0.547,16,FALSE
"Johann Sebastian Bach","6C6XkueiiBWdAzH1y7k54m","L'Art de la Fugue, BWV 1080: Contrapunctus II",0.149,0.178,220520,0.23,0.897,0.208,-16.832,0,0.034,91.259,0.146,26,FALSE
"Johann Sebastian Bach","39e4RZVUIAKqkoFKyhV6g0","Aria mit 30 Veränderungen, BWV 988 ""Goldberg Variations"": Var. 25 a 2 Clav.",0.995,0.391,665333,0.0149,0.941,0.108,-34.11,0,0.0519,73.248,0.0751,14,TRUE
"Johann Sebastian Bach","7kMGigcbp67HGW7yHhMuRS","Selig ist der Mann, BWV 57 for the Second Day of Christmas: VII. Aria (Soprano). Ich ende behende",0.955,0.352,245760,0.026,5.3e-06,0.144,-27.289,1,0.0506,170.438,0.538,7,FALSE
"Johann Sebastian Bach","7izr8zow55fSFRIwzzP4Kc","Goldberg Variations, BWV 988, Arr. for Septet by Heribert Breuer: Variatio 24. Canone all'ottava",0.982,0.466,70720,0.0813,0.0873,0.109,-24.941,0,0.0465,86.629,0.637,19,TRUE
"Johann Sebastian Bach","6AMXkv0iparuHpE5xk4JzR","Partita on ""O Gott, du frommer Gott"", BWV 767: Partita II",0.972,0.323,169200,0.0157,0.887,0.091,-24.894,0,0.0431,132.196,0.378,9,TRUE
"Johann Sebastian Bach","5KOllmDf7pzPr7diVU8pBU","Mass in B Minor, BWV 232: Gloria in excelsis (Chorus)",0.985,0.164,422333,0.192,0.964,0.126,-18.17,1,0.0393,166.95,0.31,11,FALSE
"Johann Sebastian Bach","1FDNASh3QfLrG2N7vNoBOw","Mass in B Minor, BWV 232: Sanctus",0.987,0.175,293333,0.213,0.977,0.317,-20.583,1,0.0354,172.894,0.394,7,FALSE
"Johann Sebastian Bach","6dYnhrOhiDA9OKL0fDiiRa","Nun komm der Heiden Heiland, BWV 62 for the First Sunday of Advent: V. Recitativo (Soprano, Alto). Wir ehren diese Herrlichkeit",0.956,0.212,47960,0.0511,0,0.107,-24.596,0,0.0444,76.426,0.0758,6,TRUE
"Johann Sebastian Bach","34yEwpXOb3ElzPOuwE9XdD","French Suite No. 2 in C Minor, BWV 813: 3. Sarabande",0.773,0.402,99333,0.182,0.0101,0.0693,-20.546,0,0.0389,98.961,0.439,16,TRUE
"Johann Sebastian Bach","3bZnD17MZeEKN2BlktYVnp","Aria variata (alla maniera italiana) in A Minor, BWV 989: Aria",0.994,0.391,110587,0.00954,0.91,0.0629,-35.189,1,0.0383,108.022,0.223,29,TRUE
"Johann Sebastian Bach","3Hs8qaq4M8Ll6SaliIo8eA","Sonata for Flute and Harpsichord in A Major, BWV 1032: I. Vivace (Reconstruction by Rinaldo Alessandrini)",0.88,0.384,363067,0.276,0.000425,0.0824,-18.529,0,0.0374,84.751,0.817,10,TRUE
"Johann Sebastian Bach","2V7yoP5jllo4f0xvaWbBq6","Prelude & Fugue in C-Sharp Major, BWV 872: Prelude (Arr. A. Siloti for Piano)",0.995,0.239,179307,0.0611,0.834,0.0888,-29.027,1,0.0524,64.491,0.163,8,FALSE
"Johann Sebastian Bach","5Ibx9hISIGa9XnosccBxPq","Die Kunst der Fuge, BWV 1080 (Arr. for String Quartet): Canon III, alla decima in contrapunto alla terza",0.948,0.37,217365,0.066,0.144,0.115,-25.752,1,0.0457,147.784,0.416,19,FALSE
"Johann Sebastian Bach","7t4BeU43uOQO4TzzkCKmM3","Keyboard Partita No. 1 in B-Flat Major, BWV 825: VI. Gigue",0.99,0.479,124093,0.272,0.91,0.145,-23.954,1,0.0328,97.516,0.76,10,TRUE
"Johann Sebastian Bach","0x7EbhapZ7VaWxBeGhwcDO","Trio super: Herr Jesu Christ, dich zu uns wend, BWV 655a",0.902,0.283,228293,0.114,0.941,0.102,-22.44,1,0.0342,81.426,0.249,10,TRUE
"Johann Sebastian Bach","5gn6d3RkM1Ra5ckM7qXQEA","Keyboard Partita No. 3 in A Minor, BWV 827: VI. Scherzo",0.984,0.356,65200,0.386,0.906,0.12,-20.158,1,0.0384,127.048,0.968,7,TRUE
"Johann Sebastian Bach","35MMNGESJUnVpnBtQ57iO8","Cello Suite No. 1 in G Major, BWV 1007: V. Menuets I+II (Arr. For Hurdy-Gurdy)",0.739,0.201,204853,0.249,0.0276,0.104,-15.435,1,0.0354,137.308,0.376,29,FALSE
"Johann Sebastian Bach","72FPshNoLZUKm662k2FYYk","Christ, unser Herr, zum Jordan kam, BWV 280",0.984,0.237,75467,0.0954,3.92e-06,0.124,-22.621,0,0.0374,87.24,0.178,19,FALSE
"Johann Sebastian Bach","43JaUnu3vWXpbnQhzIGgHu","Violin Sonata No. 2 in A Major, BWV 1015: I. Dolce",0.901,0.299,178507,0.159,0.0028,0.119,-14.983,1,0.0342,87.981,0.293,6,FALSE
"Johann Sebastian Bach","3cWJCFyNS8viGJDHfzsjLo","Sinfonia No. 1 In C Major, BWV 787",0.992,0.288,71907,0.25,0.894,0.119,-28.175,1,0.0477,150.66,0.279,13,TRUE
"Johann Sebastian Bach","6lLrmBTVRPrYmIsgvVdPuv","Prelude & Fugue in D Minor, BWV 539: Prelude",0.979,0.198,106080,0.00184,0.939,0.0796,-41.038,0,0.0411,61.274,0.133,13,TRUE
"Johann Sebastian Bach","1ZMSjAbmgZWlIZ0cLONs9i","Lute Partita in E Major, BWV 1006a: VII. Gigue",0.995,0.394,146867,0.246,0.9,0.123,-21.445,1,0.0403,88.783,0.904,16,FALSE
"Johann Sebastian Bach","0CSqOAXeMXrfUqjkyKf7L5","Goldberg Variations, BWV 988, Arr. for Septet by Heribert Breuer: Variatio 20",0.947,0.277,70173,0.125,0.608,0.189,-24.287,1,0.0485,169.794,0.615,19,TRUE
"Johann Sebastian Bach","2U1QTnO26SNYkGdUltQY2K","March In G Major, BWV Anh. 124 (App. C)",0.825,0.226,71173,0.545,0.407,0.0629,-16.844,1,0.0707,169.058,0.595,9,TRUE
"Johann Sebastian Bach","74k4ZB8cIoqza6dkL06Ps0","The Well-Tempered Clavier, Book 2, Prelude & Fugue in C Major, BWV 870: II. Fugue",0.992,0.433,104422,0.237,0.836,0.0944,-23.26,1,0.037,105.621,0.802,9,TRUE
"Johann Sebastian Bach","5nwvyIgknbZucob8KVrNPo","Lute Suite in E Minor, BWV 996 (Arr. M. Poll for Guitar): VI. Gigue",0.991,0.311,213315,0.0834,0.908,0.104,-31.752,1,0.0373,144.881,0.669,11,TRUE
"Johann Sebastian Bach","5bGeEFac1R0RyLuHLyovpb","Christe, du Beistand deiner Kreuzgemeine, BWV 275",0.987,0.147,55320,0.0922,1.61e-05,0.114,-21.126,0,0.0414,82.551,0.0904,19,TRUE
"Johann Sebastian Bach","7EA9dd6tujoFrTrr1po3u6","Goldberg Variations, BWV 988: Var. 30, Quodlibet. à 1 Clav.",0.975,0.427,92344,0.434,0.897,0.112,-15.522,1,0.0343,134.807,0.96,6,TRUE
"Johann Sebastian Bach","3Oe81n7kGuSX6bTGkj20p9","Unaccompanied Cello Suite No. 1 in G Major, BWV 1007: VI. Gigue",0.979,0.416,114533,0.0754,0.851,0.112,-22.755,1,0.084,121.749,0.736,41,TRUE
"Johann Sebastian Bach","45BQkbWY8Td9mNgoYoQxUQ","Mass in B Minor, BWV 232: Qui tollis peccata mundi (chorus)",0.984,0.173,178133,0.128,0.974,0.116,-23.116,0,0.042,118.87,0.0382,9,FALSE
"Johann Sebastian Bach","1BdouuWVKnifIE2DsVxC7H","Partita in A Minor, BWV 1013: III. Sarabande",0.994,0.285,334920,0.00732,0.234,0.0927,-30.495,0,0.0476,127.705,0.308,13,TRUE
"Johann Sebastian Bach","5Yu5sIdBgUWIdVvKTNpWMK","The Well-Tempered Clavier, Book 2, Prelude & Fugue in B-Flat Major, BWV 890: II. Fugue",0.995,0.32,136908,0.207,0.887,0.114,-26.141,1,0.0414,133.592,0.811,6,TRUE
"Johann Sebastian Bach","0LvTABItY8lZE0lYXHSnrn","French Suite No. 3 in B Minor, BWV 814: 3. Sarabande",0.825,0.334,103173,0.164,0.147,0.148,-20.988,0,0.038,89.006,0.495,14,TRUE
"Johann Sebastian Bach","3kOINzcbrDCsZDEqQMbXIr","Concerto in D Minor after Vivaldi, BWV 596: V. Allegro",0.855,0.311,196653,0.121,0.216,0.335,-17.341,0,0.0341,101.223,0.196,6,TRUE
"Johann Sebastian Bach","0IyZwxP6Xfj3hWqiX6oGUi","Cantata ""Ich steh mit einem Fuß im Grabe"" BWV 156: Sinfonia (Arr. For Violin, Strings And Continuo)",0.92,0.315,165293,0.0401,0.00337,0.105,-22.741,1,0.0464,121.805,0.204,20,TRUE
"Johann Sebastian Bach","0r50A1JxCYkWXYXKagXvo0","Bach, JS: Concerto for 2 Pianos in C Minor, BWV 1062: I. Vivace",0.989,0.554,203813,0.308,0.839,0.235,-19.181,0,0.0315,108.176,0.796,31,TRUE
"Johann Sebastian Bach","5TVRQe3P6sQACYjHDxCDbC","Nun danket alle Gott, BWV 657",0.507,0.089,213120,0.137,0.847,0.103,-18.405,1,0.0329,81.93,0.283,9,TRUE
"Johann Sebastian Bach","4ky1Os03xr6P8zxweBRTzr","Wachet! betet! betet! wachet!, BWV 70: IX. Ach, soll nicht dieser große Tag",0.952,0.312,102973,0.365,0.000131,0.142,-12.37,1,0.0519,151.456,0.484,10,TRUE
"Johann Sebastian Bach","1TVrOTfM7MKtISDIdyuIG1","Nun komm der Heiden Heiland, BWV 61 for the First Sunday of Advent: VI. Choral (Coro). Amen, Amen",0.959,0.366,52413,0.244,0.409,0.151,-18.841,1,0.0366,82.47,0.541,6,TRUE
"Johann Sebastian Bach","1CHaIUQY8hieqBCbOjuY9L","Lute Partita in C Minor, BWV 997: III. Sarabande",0.992,0.403,327533,0.0853,0.913,0.0898,-23.598,0,0.0506,81.028,0.223,15,TRUE
"Johann Sebastian Bach","1d9AK7DsAXCN8uvUDFsMHA","Das Wohltemperierte Klavier: Book 1, BWV 846-869: Fuga 3 a 3",0.994,0.394,134293,0.255,0.886,0.124,-22.098,1,0.0318,104.093,0.837,15,TRUE
"Johann Sebastian Bach","7815vtZT16AStXqxvAtFV6","The Well-Tempered Clavier, Book 1, Prelude & Fugue in C-Sharp Major, BWV 848: II. Fugue",0.835,0.277,210827,0.489,0.851,0.11,-17.223,1,0.0338,140.63,0.891,27,TRUE
"Johann Sebastian Bach","5UUL1Y0RIAphE6WB8YS2pt","Goldberg Variations, BWV 988, Arr. for Septet by Heribert Breuer: Variatio 30. Quodlibet",0.956,0.348,100467,0.13,0.409,0.389,-18.445,1,0.0356,81.637,0.565,18,TRUE
"Johann Sebastian Bach","1tXSaMKtDKVwdUWuOOQAwy","Brandenburg Concerto No. 1 in F Major, BWV 1046: II. Adagio",0.948,0.134,215960,0.0475,0.851,0.0639,-24.329,0,0.0398,68.114,0.04,26,FALSE
"Johann Sebastian Bach","3pu9vMzjXb4eKo94q26j2k","Goldberg Variations, BWV 988: Var. 3, Canone all'unisono",0.991,0.2,143813,0.0198,0.941,0.114,-30.108,1,0.035,67.37,0.377,13,FALSE
"Johann Sebastian Bach","5KKAv2oBlw11zwAVmw0tuZ","Harpsichord Concerto in D Minor, BWV 1052: III. Allegro",0.759,0.326,501760,0.302,0.0229,0.138,-19.513,0,0.035,116.399,0.416,8,FALSE
"Johann Sebastian Bach","3WDtCwHUGjlNggO3iDSuNZ","Fugue in A Major, BWV 949",0.825,0.215,256453,0.418,0.913,0.0546,-16.128,1,0.0341,85.711,0.853,11,TRUE
"Johann Sebastian Bach","56tRnOQrLgKv7XIUxHc1dt","Partita for Violin Solo No. 3 in E Major, BWV 1006: 3. Gavotte (Arr. by Sergei Rachmaninoff)",0.994,0.382,178547,0.201,0.894,0.093,-23.324,1,0.0543,153.826,0.28,18,TRUE
"Johann Sebastian Bach","3UmYOnvpDhXM9NPAGYY0Mn","Partita No.3 in A minor, BWV 827: 1. Fantasia",0.94,0.335,125373,0.729,0.853,0.166,-15.661,0,0.0323,91.441,0.966,12,TRUE
"Johann Sebastian Bach","7sjrvjnBLiGk7OeannqL86","Wer nur den lieben Gott läßt walten, BWV 434",0.988,0.283,57507,0.165,0.167,0.113,-22.61,0,0.0464,85.459,0.211,12,TRUE
"Johann Sebastian Bach","4nug8TF0WvtfBM6FZdlFLC","Weihnachtsoratorium, BWV 248, Pt. 6: No. 61, So geht! Genug, mein Schatz geht nicht von hier",0.968,0.301,105907,0.137,0.42,0.123,-18.481,0,0.0454,81.702,0.0375,7,FALSE
"Johann Sebastian Bach","0EAcPpujjKkcNNUY9IBDm8","Das wohltemperierte Klavier, Buch I: Präludium Nr. II C-Moll, BWV 847",0.993,0.257,86745,0.205,0.901,0.103,-21.481,0,0.0347,125.2,0.125,18,TRUE
"Johann Sebastian Bach","64ti2D97F935eZ0gVDvUro","French Suite No. 4 in E-Flat Major, BWV 815: 6. Air",0.869,0.335,47427,0.5,0.296,0.108,-14.084,1,0.0465,127.963,0.85,13,TRUE
"Johann Sebastian Bach","36ZU8XpNTEbQ0IkWaiGqsU","18 Chorales ""Leipziger Choräle"": Trio super Allein Gott in der Höh sei Ehr, BWV 664",0.606,0.155,329827,0.08,0.495,0.0878,-25.529,1,0.0447,71.11,0.126,14,TRUE
"Johann Sebastian Bach","5485VH4SKuEpjKpMnRIjrB","Goldberg Variations, BWV 988 (Arr. P. Navarro-Alonso): Var. 2",0.979,0.246,161840,0.00758,0.899,0.15,-27.698,1,0.0392,95.59,0.38,14,TRUE
"Johann Sebastian Bach","6tpFrKUDWt70Wm1IYmUZcY","Variatio 8. Goldberg Variations BWV 988 (orchestration by Bernt Simen Lund and Henning Kraggerud)",0.935,0.652,97199,0.509,0.859,0.186,-15.473,0,0.0504,92.536,0.963,8,FALSE
"Johann Sebastian Bach","2Ou9Mo5e9z276fuEy77ttZ","The Well-Tempered Clavier, Book 1, Prelude & Fugue in E Minor, BWV 855: II. Fugue",0.933,0.323,132280,0.46,0.682,0.0516,-17.168,0,0.0355,131.039,0.952,22,TRUE
"Johann Sebastian Bach","4xJbmKAAoEZKewyzbLHHKo","Magnificat in D Major, BWV 243: 6. Aria (Duet) ""Et misericordia""",0.978,0.159,263200,0.178,0.0959,0.109,-20.558,0,0.0378,104.416,0.0949,21,FALSE
"Johann Sebastian Bach","0sVuUsnCHsCAZc9q3radLm","Prelude & Fugue in E-Flat Major, BWV 552 ""St. Anne"": I. Prelude",0.895,0.0626,509533,0.0708,0.795,0.15,-23.405,1,0.0359,68.666,0.106,23,FALSE
"Johann Sebastian Bach","62n2fWw8l90PYxCO5zNytS","Wie schön leuchtet der Morgenstern, BWV 436",0.991,0.234,79333,0.136,0.046,0.116,-20.798,1,0.0514,72.228,0.211,13,TRUE
"Johann Sebastian Bach","6KZAROUeVcol3jc8Nztxbx","Aria variata in A Minor, BWV 989 ""Alla maniera italiana"": VI. Var. VI. Andante",0.635,0.264,135308,0.144,0.656,0.121,-23.482,1,0.03,89.387,0.4,27,TRUE
"Johann Sebastian Bach","6zWh93E0acgAVU7A0UxUdE","Jesu, meine Freude, BWV 227 (Arr. for Mixed Chorus & Basso continuo): III. Unter deinem Schirmen",0.989,0.172,60542,0.114,0.000846,0.181,-23.007,0,0.0373,81.729,0.185,12,TRUE
"Johann Sebastian Bach","75tmgVpTnxserl1YvvKDeG","Weihnachts-Oratorium, BWV 248, Pt. 1 (Highlights): No. 9, Ach, mein herzliebes Jesulein",0.93,0.291,73573,0.167,0.979,0.141,-18.79,1,0.0395,130.706,0.315,7,TRUE
"Johann Sebastian Bach","2l1hORnzwcpNoBfh16sda7","The Art of the Fugue: Contrapunctus 12(inversus) , BWV 1080/12/2",0.995,0.438,218480,0.0384,0.882,0.131,-30.029,1,0.0466,75.34,0.101,11,TRUE
"Johann Sebastian Bach","6foMMsQIgKmiTiHrUmTMd7","Goldberg Variations, BWV 988: Var. 18, Canone alla sesta",0.994,0.44,89785,0.06,0.929,0.146,-30.909,1,0.0401,87.917,0.544,6,TRUE
"Johann Sebastian Bach","5Qj4iV4ErJN3156bpU815s","Bist du bei mir, BWV 508",0.964,0.255,161293,0.121,0,0.197,-22.804,1,0.0428,127.807,0.16,18,TRUE
"Johann Sebastian Bach","2rVZL76iPeIi2nP4fZXIeT","Suite For Cello Solo No.3 In C, BWV 1009: 1. Prélude",0.965,0.237,223000,0.173,0.889,0.226,-17.686,1,0.0367,79.883,0.467,17,TRUE
"Johann Sebastian Bach","0WR74UdsnleTLLEzNb98z8","Bach, JS: Concerto for 3 Pianos in D Minor, BWV 1063: III. Allegro",0.99,0.511,300280,0.307,0.733,0.145,-19.397,0,0.0343,94.022,0.666,31,TRUE
"Johann Sebastian Bach","4aBEwPjIJgjvr8986e76K6","Goldberg Variations, BWV 988: Var. 17, à 2 Clav.",0.833,0.46,117040,0.326,0.2,0.114,-18.718,1,0.0459,127.34,0.838,6,FALSE
"Johann Sebastian Bach","4oq3sx8PmbVnDS9T7k6O98","Orchestral Suite No. 3 in D Major, BWV 1068: II. Air",0.996,0.471,268632,0.00791,0.945,0.0737,-33.056,1,0.0534,88.226,0.156,18,TRUE
"Johann Sebastian Bach","1dS7dRJK4EffW4rK6q5G7f","Sonata No. I in G Minor, BWV 1001: IV. Presto",0.988,0.378,227920,0.219,0.842,0.146,-17.966,0,0.0508,138.279,0.837,12,TRUE
"Johann Sebastian Bach","6rjz6DRKV2aIIkgGfPQGtm","Mass In B Minor, BWV 232 / Gloria: 8. Domine Deus",0.978,0.253,360280,0.1,0.00299,0.176,-22.683,1,0.0595,62.938,0.277,19,TRUE
"Johann Sebastian Bach","4Odjcz4lg5xqr3R36Frvwf","Keyboard Concerto in F Minor, BWV 1056: II. Largo (Live)",0.978,0.508,182067,0.116,0.9,0.544,-26.397,1,0.0451,119.73,0.197,8,TRUE
"Johann Sebastian Bach","0LzspEPLN6Eyr6TGNVQSbT","Das wohltemperierte Klavier, Buch I: Fuge Nr. XXIV H-Moll, BWV 869",0.994,0.447,424164,0.057,0.909,0.104,-26.919,0,0.0382,92.449,0.273,11,TRUE
"Johann Sebastian Bach","1KtHCTpgD6QgbMGeQRLqzM","Concerto For 2 Harpsichords, Strings, And Continuo In C Minor, BWV 1060 - Reconstruction For Oboe, Violin, Strings & Continuo: 1. Allegro",0.962,0.494,271147,0.257,0.837,0.0661,-17.726,0,0.0369,103.329,0.495,15,TRUE
