"expedition_id","member_id","peak_id","peak_name","year","season","sex","age","citizenship","expedition_role","hired","highpoint_metres","success","solo","oxygen_used","died","death_cause","death_height_metres","injured","injury_type","injury_height_metres","count","height_metres","first_ascent_year"
"EVER06163","EVER06163-03","EVER","Everest",2006,"Spring","M",31,"UK","Climber",FALSE,7000,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,14,8850,1953
"EVER06163","EVER06163-01","EVER","Everest",2006,"Spring","M",38,"UK","Leader",FALSE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,14,8850,1953
"EVER06163","EVER06163-04","EVER","Everest",2006,"Spring","M",24,"UK","Climber",FALSE,6400,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,14,8850,1953
"EVER06163","EVER06163-05","EVER","Everest",2006,"Spring","M",53,"UK","Climber",FALSE,7300,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,14,8850,1953
"EVER06163","EVER06163-06","EVER","Everest",2006,"Spring","F",24,"UK","Climber",FALSE,8000,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,14,8850,1953
"EVER06163","EVER06163-07","EVER","Everest",2006,"Spring","M",36,"UK","Climber",FALSE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,14,8850,1953
"EVER06163","EVER06163-08","EVER","Everest",2006,"Spring","M",23,"UK","Climber",FALSE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,14,8850,1953
"EVER06163","EVER06163-09","EVER","Everest",2006,"Spring","F",41,"UK","Climber",FALSE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,14,8850,1953
"EVER06163","EVER06163-10","EVER","Everest",2006,"Spring","M",40,"UK","Climber",FALSE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,14,8850,1953
"EVER06163","EVER06163-11","EVER","Everest",2006,"Spring","M",32,"UK","Exp Doctor",FALSE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,14,8850,1953
"EVER06163","EVER06163-12","EVER","Everest",2006,"Spring","M",33,"UK","Climber",FALSE,7500,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,14,8850,1953
"EVER06163","EVER06163-13","EVER","Everest",2006,"Spring","M",34,"Nepal","H-A Worker",TRUE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,14,8850,1953
"EVER06163","EVER06163-14","EVER","Everest",2006,"Spring","M",20,"Nepal","H-A Worker",TRUE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,14,8850,1953
"CHOY06330","CHOY06330-02","CHOY","Cho Oyu",2006,"Autumn","M",43,"UK","Climber",FALSE,8188,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,10,8188,1954
"CHOY06330","CHOY06330-01","CHOY","Cho Oyu",2006,"Autumn","M",46,"UK","Leader",FALSE,8188,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,10,8188,1954
"CHOY06330","CHOY06330-03","CHOY","Cho Oyu",2006,"Autumn","M",54,"UK","BC Manager",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,10,8188,1954
"CHOY06330","CHOY06330-04","CHOY","Cho Oyu",2006,"Autumn","M",32,"UK","Climber",FALSE,8188,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,10,8188,1954
"CHOY06330","CHOY06330-05","CHOY","Cho Oyu",2006,"Autumn","M",51,"UK","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,10,8188,1954
"CHOY06330","CHOY06330-06","CHOY","Cho Oyu",2006,"Autumn","M",30,"UK","Climber",FALSE,8188,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,10,8188,1954
"CHOY06330","CHOY06330-08","CHOY","Cho Oyu",2006,"Autumn","M",29,"UK","Climber",FALSE,8188,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,10,8188,1954
"CHOY06330","CHOY06330-10","CHOY","Cho Oyu",2006,"Autumn","M",38,"Nepal","H-A Worker",TRUE,8188,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,10,8188,1954
"CHOY06330","CHOY06330-09","CHOY","Cho Oyu",2006,"Autumn","M",32,"Nepal","H-A Worker",TRUE,8188,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,10,8188,1954
"CHOY06330","CHOY06330-07","CHOY","Cho Oyu",2006,"Autumn","M",22,"Nepal","Climber (trekking agency)",FALSE,8188,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,10,8188,1954
"PUMO06301","PUMO06301-02","PUMO","Pumori",2006,"Autumn","M",44,"Germany","Climber",FALSE,5635,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,7138,1962
"PUMO06301","PUMO06301-03","PUMO","Pumori",2006,"Autumn","M",47,"Germany","Climber",FALSE,6180,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,7138,1962
"PUMO06301","PUMO06301-04","PUMO","Pumori",2006,"Autumn","M",41,"Germany","Climber",FALSE,6180,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,7138,1962
"PUMO06301","PUMO06301-05","PUMO","Pumori",2006,"Autumn","F",38,"Germany","Climber",FALSE,5635,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,7138,1962
"PUMO06301","PUMO06301-06","PUMO","Pumori",2006,"Autumn","M",60,"Germany","Climber",FALSE,6180,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,7138,1962
"PUMO06301","PUMO06301-01","PUMO","Pumori",2006,"Autumn","M",36,"Germany","Leader",FALSE,6180,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,7138,1962
"PUMO06301","PUMO06301-07","PUMO","Pumori",2006,"Autumn","M",47,"Germany","Exp Doctor",FALSE,6180,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,7138,1962
"PUMO06301","PUMO06301-08","PUMO","Pumori",2006,"Autumn","F",43,"Germany","Climber",FALSE,6180,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,7138,1962
"PUMO06301","PUMO06301-09","PUMO","Pumori",2006,"Autumn","M",35,"Germany","Climber",FALSE,6180,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,7138,1962
"MANA06305","MANA06305-02","MANA","Manaslu",2006,"Autumn","F",35,"France","Sandrine Marie Rose",FALSE,7500,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,5,8163,1956
"MANA06305","MANA06305-01","MANA","Manaslu",2006,"Autumn","M",32,"France","Leader",FALSE,7500,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,5,8163,1956
"MANA06305","MANA06305-03","MANA","Manaslu",2006,"Autumn","M",32,"Denmark","Climber",FALSE,7500,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,5,8163,1956
"MANA06305","MANA06305-04","MANA","Manaslu",2006,"Autumn","M",42,"France","Climber",FALSE,7500,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,5,8163,1956
"MANA06305","MANA06305-05","MANA","Manaslu",2006,"Autumn","M",36,"France","Climber",FALSE,7500,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,5,8163,1956
"AMAD06334","AMAD06334-02","AMAD","Ama Dablam",2006,"Autumn","M",27,"Netherlands","Climber",FALSE,5500,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,11,6814,1961
"AMAD06334","AMAD06334-03","AMAD","Ama Dablam",2006,"Autumn","F",29,"Netherlands","Climber",FALSE,6100,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,11,6814,1961
"AMAD06334","AMAD06334-04","AMAD","Ama Dablam",2006,"Autumn","F",33,"Netherlands","Climber",FALSE,6100,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,11,6814,1961
"AMAD06334","AMAD06334-05","AMAD","Ama Dablam",2006,"Autumn","M",32,"Netherlands","Climber",FALSE,6100,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,11,6814,1961
"AMAD06334","AMAD06334-06","AMAD","Ama Dablam",2006,"Autumn","M",34,"Netherlands","Climber",FALSE,6100,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,11,6814,1961
"AMAD06334","AMAD06334-07","AMAD","Ama Dablam",2006,"Autumn","M",29,"Netherlands","Climber",FALSE,6100,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,11,6814,1961
"AMAD06334","AMAD06334-01","AMAD","Ama Dablam",2006,"Autumn","M",43,"Netherlands","Leader",FALSE,6200,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,11,6814,1961
"AMAD06334","AMAD06334-08","AMAD","Ama Dablam",2006,"Autumn","M",34,"Netherlands","Climber",FALSE,6100,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,11,6814,1961
"AMAD06334","AMAD06334-09","AMAD","Ama Dablam",2006,"Autumn","M",30,"Netherlands","Climber",FALSE,6200,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,11,6814,1961
"AMAD06334","AMAD06334-10","AMAD","Ama Dablam",2006,"Autumn","M",39,"Netherlands","Climber",FALSE,6100,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,11,6814,1961
"AMAD06334","AMAD06334-11","AMAD","Ama Dablam",2006,"Autumn","M",36,"Netherlands","Climber",FALSE,6100,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,11,6814,1961
"PUMO06301","PUMO06301-12","PUMO","Pumori",2006,"Autumn","M",42,"Nepal","H-A Worker",TRUE,6180,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,7138,1962
"PUMO06301","PUMO06301-10","PUMO","Pumori",2006,"Autumn","M",36,"Nepal","H-A Worker",TRUE,6180,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,7138,1962
"PUMO06301","PUMO06301-11","PUMO","Pumori",2006,"Autumn","M",40,"Nepal","H-A Worker",TRUE,6180,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,12,7138,1962
"NILC79101","NILC79101-05","NILC","Nilgiri Central",1979,"Spring","M",37,"Japan","Member",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,7,6940,1979
"AMAD07101","AMAD07101-02","AMAD","Ama Dablam",2007,"Spring","M",42,"UK","Climber",FALSE,6000,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,6814,1961
"AMAD07101","AMAD07101-03","AMAD","Ama Dablam",2007,"Spring","M",41,"Greece","Climber",FALSE,5800,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,6814,1961
"AMAD07101","AMAD07101-04","AMAD","Ama Dablam",2007,"Spring","M",19,"UK","Climber",FALSE,6000,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,6814,1961
"AMAD07101","AMAD07101-01","AMAD","Ama Dablam",2007,"Spring","M",34,"Australia","Leader",FALSE,6000,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,6814,1961
"AMAD07101","AMAD07101-05","AMAD","Ama Dablam",2007,"Spring","M",40,"Sweden","Climber",FALSE,6000,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,6814,1961
"AMAD07101","AMAD07101-06","AMAD","Ama Dablam",2007,"Spring","M",19,"UK","Climber",FALSE,6000,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,6814,1961
"AMAD07101","AMAD07101-08","AMAD","Ama Dablam",2007,"Spring","M",27,"Nepal","H-A Worker",TRUE,6300,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,6814,1961
"AMAD07101","AMAD07101-07","AMAD","Ama Dablam",2007,"Spring","M",30,"Nepal","H-A Worker",TRUE,6300,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,6814,1961
"EVER07175","EVER07175-03","EVER","Everest",2007,"Spring","M",74,"S Korea","Climber",FALSE,5900,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,19,8850,1953
"EVER07175","EVER07175-04","EVER","Everest",2007,"Spring","M",66,"S Korea","Climber",FALSE,7900,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,19,8850,1953
"EVER07175","EVER07175-05","EVER","Everest",2007,"Spring","M",48,"S Korea","ABC Manager",FALSE,6500,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,19,8850,1953
"EVER07175","EVER07175-06","EVER","Everest",2007,"Spring","M",51,"S Korea","BC Manager",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,19,8850,1953
"EVER07175","EVER07175-02","EVER","Everest",2007,"Spring","M",60,"S Korea","Deputy Leader",FALSE,6500,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,19,8850,1953
"EVER07175","EVER07175-01","EVER","Everest",2007,"Spring","M",66,"S Korea","Leader",FALSE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,19,8850,1953
"EVER07175","EVER07175-07","EVER","Everest",2007,"Spring","M",52,"S Korea","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,19,8850,1953
"EVER07175","EVER07175-08","EVER","Everest",2007,"Spring","M",63,"S Korea","Climber",FALSE,6500,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,19,8850,1953
"EVER07175","EVER07175-09","EVER","Everest",2007,"Spring","M",62,"S Korea","Climber",FALSE,6500,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,19,8850,1953
"EVER07175","EVER07175-10","EVER","Everest",2007,"Spring","M",62,"S Korea","Climber",FALSE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,19,8850,1953
"EVER07175","EVER07175-11","EVER","Everest",2007,"Spring","M",69,"S Korea","Climber",FALSE,6500,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,19,8850,1953
"EVER07175","EVER07175-12","EVER","Everest",2007,"Spring","M",65,"S Korea","Climber",FALSE,6500,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,19,8850,1953
"EVER07175","EVER07175-13","EVER","Everest",2007,"Spring","F",64,"S Korea","Climber",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,19,8850,1953
"EVER07175","EVER07175-14","EVER","Everest",2007,"Spring","M",45,"S Korea","Climber",FALSE,7900,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,19,8850,1953
"EVER07175","EVER07175-18","EVER","Everest",2007,"Spring","M",30,"Nepal","H-A Worker",TRUE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,19,8850,1953
"EVER07175","EVER07175-15","EVER","Everest",2007,"Spring","M",27,"Nepal","H-A Worker",TRUE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,19,8850,1953
"EVER07175","EVER07175-17","EVER","Everest",2007,"Spring","M",20,"Nepal","H-A Worker",TRUE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,19,8850,1953
"EVER07175","EVER07175-16","EVER","Everest",2007,"Spring","M",27,"Nepal","H-A Worker",TRUE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,19,8850,1953
"EVER07175","EVER07175-19","EVER","Everest",2007,"Spring","M",29,"Nepal","H-A Worker",TRUE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,19,8850,1953
"EVER07148","EVER07148-02","EVER","Everest",2007,"Spring","F",67,"Japan","Climber",FALSE,8820,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,6,8850,1953
"EVER07148","EVER07148-03","EVER","Everest",2007,"Spring","M",63,"Japan","Climber",FALSE,8850,TRUE,FALSE,TRUE,TRUE,"AMS",8650,FALSE,NA,NA,6,8850,1953
"EVER07148","EVER07148-01","EVER","Everest",2007,"Spring","M",56,"Japan","Leader",FALSE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,6,8850,1953
"EVER07148","EVER07148-04","EVER","Everest",2007,"Spring","M",43,"Nepal","H-A Worker",TRUE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,6,8850,1953
"EVER07148","EVER07148-06","EVER","Everest",2007,"Spring","M",28,"Nepal","H-A Worker",TRUE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,6,8850,1953
"EVER07192","EVER07192-01","EVER","Everest",2007,"Spring","M",33,"UK","Leader",FALSE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,9,8850,1953
"EVER07192","EVER07192-02","EVER","Everest",2007,"Spring","F",25,"UK","Climber",FALSE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,9,8850,1953
"EVER07192","EVER07192-03","EVER","Everest",2007,"Spring","M",33,"S Africa","Climber",FALSE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,9,8850,1953
"EVER07192","EVER07192-04","EVER","Everest",2007,"Spring","M",28,"Egypt/UK","Climber",FALSE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,9,8850,1953
"EVER07192","EVER07192-05","EVER","Everest",2007,"Spring","M",27,"UK","Climber",FALSE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,9,8850,1953
"EVER07192","EVER07192-09","EVER","Everest",2007,"Spring","M",20,"Nepal","H-A Worker",TRUE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,9,8850,1953
"EVER07192","EVER07192-07","EVER","Everest",2007,"Spring","M",26,"Nepal","H-A Worker",TRUE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,9,8850,1953
"EVER07192","EVER07192-08","EVER","Everest",2007,"Spring","M",36,"Nepal","H-A Worker",TRUE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,9,8850,1953
"EVER07192","EVER07192-06","EVER","Everest",2007,"Spring","M",27,"Nepal","H-A Worker",TRUE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,9,8850,1953
"EVER07194","EVER07194-01","EVER","Everest",2007,"Spring","M",46,"Canada","Leader",FALSE,8750,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,5,8850,1953
"EVER07194","EVER07194-02","EVER","Everest",2007,"Spring","M",28,"Canada","Climber",FALSE,8750,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,5,8850,1953
"EVER07194","EVER07194-04","EVER","Everest",2007,"Spring","M",34,"Nepal","H-A Worker",TRUE,8750,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,5,8850,1953
"EVER07194","EVER07194-05","EVER","Everest",2007,"Spring","M",33,"Nepal","H-A Worker",TRUE,8750,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,5,8850,1953
"EVER07107","EVER07107-02","EVER","Everest",2007,"Spring","M",58,"S Africa","Climber",FALSE,7100,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,8850,1953
"EVER07107","EVER07107-01","EVER","Everest",2007,"Spring","M",51,"S Africa","Leader",FALSE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,8,8850,1953
"EVER07107","EVER07107-03","EVER","Everest",2007,"Spring","M",55,"S Africa","Climber",FALSE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,8,8850,1953
"EVER07107","EVER07107-04","EVER","Everest",2007,"Spring","M",36,"S Africa","Climber",FALSE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,8,8850,1953
"EVER07107","EVER07107-07","EVER","Everest",2007,"Spring","M",39,"Nepal","Sirdar",TRUE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,8,8850,1953
"EVER07107","EVER07107-08","EVER","Everest",2007,"Spring","M",25,"Nepal","H-A Worker",TRUE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,8,8850,1953
"EVER07107","EVER07107-06","EVER","Everest",2007,"Spring","M",26,"Nepal","H-A Worker",TRUE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,8,8850,1953
"GURK03301","GURK03301-10","GURK","Gurkarpo Ri",2003,"Autumn","M",49,"Nepal","H-A Worker",TRUE,5750,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,9,6889,2007
"CHOY07310","CHOY07310-03","CHOY","Cho Oyu",2007,"Autumn","M",63,"Japan","Climber",FALSE,8188,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,14,8188,1954
"CHOY07310","CHOY07310-04","CHOY","Cho Oyu",2007,"Autumn","F",64,"Japan","Climber",FALSE,8188,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,14,8188,1954
"CHOY07310","CHOY07310-02","CHOY","Cho Oyu",2007,"Autumn","M",38,"Japan","Climbing Leader",FALSE,8188,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,14,8188,1954
"CHOY07310","CHOY07310-05","CHOY","Cho Oyu",2007,"Autumn","F",41,"Japan","BC Manager",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,14,8188,1954
"CHOY07310","CHOY07310-06","CHOY","Cho Oyu",2007,"Autumn","M",71,"Japan","Climber",FALSE,6660,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,14,8188,1954
"CHOY07310","CHOY07310-01","CHOY","Cho Oyu",2007,"Autumn","M",56,"Japan","Leader",FALSE,8188,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,14,8188,1954
"CHOY07310","CHOY07310-07","CHOY","Cho Oyu",2007,"Autumn","M",42,"Japan","Climber",FALSE,8188,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,14,8188,1954
"CHOY07310","CHOY07310-08","CHOY","Cho Oyu",2007,"Autumn","M",42,"Japan","Climber",FALSE,8188,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,14,8188,1954
"CHOY07310","CHOY07310-09","CHOY","Cho Oyu",2007,"Autumn","M",59,"Japan","Climber",FALSE,7600,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,14,8188,1954
"CHOY07310","CHOY07310-10","CHOY","Cho Oyu",2007,"Autumn","M",40,"Nepal","H-A Worker",TRUE,8188,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,14,8188,1954
"CHOY07310","CHOY07310-11","CHOY","Cho Oyu",2007,"Autumn","M",40,"Nepal","H-A Worker",TRUE,8188,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,14,8188,1954
"CHOY07310","CHOY07310-12","CHOY","Cho Oyu",2007,"Autumn","M",26,"Nepal","H-A Worker",TRUE,8188,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,14,8188,1954
"CHOY07310","CHOY07310-14","CHOY","Cho Oyu",2007,"Autumn","M",40,"Nepal","H-A Worker",TRUE,8188,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,14,8188,1954
"CHOY07310","CHOY07310-13","CHOY","Cho Oyu",2007,"Autumn","M",38,"Nepal","H-A Worker",TRUE,8188,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,14,8188,1954
"CHOY07330","CHOY07330-02","CHOY","Cho Oyu",2007,"Autumn","F",38,"Norway","Climber",FALSE,7100,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,8188,1954
"CHOY07330","CHOY07330-03","CHOY","Cho Oyu",2007,"Autumn","F",28,"Norway","Climber",FALSE,7100,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,8188,1954
"CHOY07330","CHOY07330-04","CHOY","Cho Oyu",2007,"Autumn","F",28,"Norway","Climber",FALSE,6400,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,8188,1954
"CHOY07330","CHOY07330-05","CHOY","Cho Oyu",2007,"Autumn","F",31,"Norway","Climber",FALSE,7100,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,8188,1954
"CHOY07330","CHOY07330-01","CHOY","Cho Oyu",2007,"Autumn","F",33,"Norway","Leader",FALSE,7100,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,8188,1954
"CHOY07330","CHOY07330-06","CHOY","Cho Oyu",2007,"Autumn","F",30,"Norway","Climber",FALSE,6800,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,8188,1954
"CHOY07330","CHOY07330-08","CHOY","Cho Oyu",2007,"Autumn","M",34,"Nepal","H-A Worker",TRUE,7100,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,8188,1954
"CHOY07330","CHOY07330-07","CHOY","Cho Oyu",2007,"Autumn","M",26,"Nepal","H-A Worker",TRUE,7100,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,8188,1954
"CHOY07356","CHOY07356-02","CHOY","Cho Oyu",2007,"Autumn","M",45,"Australia","Climber",FALSE,7200,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,8188,1954
"CHOY07356","CHOY07356-03","CHOY","Cho Oyu",2007,"Autumn","F",51,"Czech Republic","Climber",FALSE,6400,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,8188,1954
"CHOY07356","CHOY07356-04","CHOY","Cho Oyu",2007,"Autumn","M",28,"Malaysia","Climber",FALSE,7200,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,8188,1954
"CHOY07356","CHOY07356-05","CHOY","Cho Oyu",2007,"Autumn","F",25,"USA","Climber",FALSE,7400,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,8188,1954
"CHOY07356","CHOY07356-01","CHOY","Cho Oyu",2007,"Autumn","M",31,"USA","Leader",FALSE,7200,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,8188,1954
"CHOY07356","CHOY07356-06","CHOY","Cho Oyu",2007,"Autumn","M",37,"Norway","Climber",FALSE,7400,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,8188,1954
"CHOY07356","CHOY07356-07","CHOY","Cho Oyu",2007,"Autumn","M",33,"Canada","Climber",FALSE,7200,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,8188,1954
"CHOY07356","CHOY07356-08","CHOY","Cho Oyu",2007,"Autumn","M",38,"Nepal","H-A Worker",TRUE,7400,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,8,8188,1954
